Metric,Period Type,Period,Policy Type,Issue Policy,Task Type,Task,Location,Market,Result
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ecuador,0.957
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Egypt,0.877
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,France,0.741
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Germany,0.802
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Indonesia,0.933
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Iraq,0.873
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Israel,0.801
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Italy,0.837
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Japan,0.751
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Jordan,0.866
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Kazakhstan,0.852
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Lao Peoples Democratic Republic,0.884
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Lebanon,0.923
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Libya,0.906
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Malaysia,0.772
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Mexico,0.896
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Morocco,0.895
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Myanmar,0.898
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nepal,0.884
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Netherlands,0.840
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nigeria,0.936
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Pakistan,0.975
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Peru,0.934
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Philippines,0.961
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Poland,0.831
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Romania,0.820
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Saudi Arabia,0.896
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,South Africa,0.907
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Spain,0.858
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Sweden,0.760
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Thailand,0.910
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Turkey,0.850
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ukraine,0.824
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Arab Emirates,0.894
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Kingdom,0.864
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,United States,0.819
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Venezuela Bolivarian Republic of,0.953
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,Market,Vietnam,0.896
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Algeria,0.943
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Argentina,0.938
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Australia,0.917
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Azerbaijan,0.879
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Bangladesh,0.980
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Belarus,0.903
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Brazil,0.944
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Cambodia,0.938
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Canada,0.917
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Chile,0.921
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Colombia,0.950
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Dominican Republic,0.951
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ecuador,0.960
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Egypt,0.912
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,France,0.850
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Germany,0.870
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Indonesia,0.949
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Iraq,0.905
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Israel,0.898
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Italy,0.896
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Japan,0.851
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Jordan,0.914
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Kazakhstan,0.920
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Lao Peoples Democratic Republic,0.947
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Lebanon,0.950
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Libya,0.935
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Malaysia,0.878
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Mexico,0.919
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Morocco,0.929
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Myanmar,0.954
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nepal,0.925
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Netherlands,0.898
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nigeria,0.949
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Pakistan,0.976
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Peru,0.949
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Philippines,0.962
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Poland,0.914
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Romania,0.906
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Saudi Arabia,0.928
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,South Africa,0.924
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Spain,0.895
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Sweden,0.875
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Thailand,0.936
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Turkey,0.892
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ukraine,0.904
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Arab Emirates,0.923
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Kingdom,0.910
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,United States,0.880
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Venezuela Bolivarian Republic of,0.959
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,Market,Vietnam,0.934
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Algeria,0.965
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Argentina,0.975
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Australia,0.937
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Azerbaijan,0.959
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Bangladesh,0.995
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Belarus,0.940
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Brazil,0.987
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Cambodia,0.995
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Canada,0.938
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Chile,0.966
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Colombia,0.987
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Dominican Republic,0.986
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ecuador,0.986
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Egypt,0.961
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,France,0.922
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Germany,0.899
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Indonesia,0.985
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Iraq,0.952
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Israel,0.956
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Italy,0.944
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Japan,0.943
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Jordan,0.940
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Kazakhstan,0.978
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Lao Peoples Democratic Republic,0.996
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Lebanon,0.965
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Libya,0.973
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Malaysia,0.955
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Mexico,0.981
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Morocco,0.956
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Myanmar,0.986
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nepal,0.974
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Netherlands,0.925
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nigeria,0.986
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Pakistan,0.989
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Peru,0.973
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Philippines,0.984
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Poland,0.925
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Romania,0.904
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Saudi Arabia,0.939
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,South Africa,0.962
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Spain,0.959
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Sweden,0.918
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Thailand,0.986
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Turkey,0.957
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ukraine,0.844
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Arab Emirates,0.944
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Kingdom,0.933
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,United States,0.946
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Venezuela Bolivarian Republic of,0.990
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Vietnam,0.947
Removal rate before any views,quarterly,Jul-Sep 2020,all,all,all,all,all,all,0.853
Removal rate before any views,quarterly,Oct-Dec 2020,all,all,all,all,all,all,0.809
Removal rate before any views,quarterly,Jan-Mar 2021,all,all,all,all,all,all,0.818
Removal rate before any views,quarterly,Apr-Jun 2021,all,all,all,all,all,all,0.875
Removal rate before any views,quarterly,Jul-Sep 2021,all,all,all,all,all,all,0.888
Removal rate before any views,quarterly,Oct-Dec 2021,all,all,all,all,all,all,0.901
Removal rate before any views,quarterly,Jan-Mar 2022,all,all,all,all,all,all,0.900
Removal rate before any views,quarterly,Apr-Jun 2022,all,all,all,all,all,all,0.905
Removal rate before any views,quarterly,Jul-Sep 2022,all,all,all,all,all,all,0.895
Removal rate within 24 hours,quarterly,Jul-Sep 2020,all,all,all,all,all,all,0.938
Removal rate within 24 hours,quarterly,Oct-Dec 2020,all,all,all,all,all,all,0.931
Removal rate within 24 hours,quarterly,Jan-Mar 2021,all,all,all,all,all,all,0.931
Removal rate within 24 hours,quarterly,Apr-Jun 2021,all,all,all,all,all,all,0.930
Removal rate within 24 hours,quarterly,Jul-Sep 2021,all,all,all,all,all,all,0.939
Removal rate within 24 hours,quarterly,Oct-Dec 2021,all,all,all,all,all,all,0.941
Removal rate within 24 hours,quarterly,Jan-Mar 2022,all,all,all,all,all,all,0.937
Removal rate within 24 hours,quarterly,Apr-Jun 2022,all,all,all,all,all,all,0.937
Removal rate within 24 hours,quarterly,Jul-Sep 2022,all,all,all,all,all,all,0.927
Proactive removal rate,quarterly,Jul-Sep 2020,all,all,all,all,all,all,0.934
Proactive removal rate,quarterly,Oct-Dec 2020,all,all,all,all,all,all,0.914
Proactive removal rate,quarterly,Jan-Mar 2021,all,all,all,all,all,all,0.913
Proactive removal rate,quarterly,Apr-Jun 2021,all,all,all,all,all,all,0.941
Proactive removal rate,quarterly,Jul-Sep 2021,all,all,all,all,all,all,0.951
Proactive removal rate,quarterly,Oct-Dec 2021,all,all,all,all,all,all,0.952
Proactive removal rate,quarterly,Jan-Mar 2022,all,all,all,all,all,all,0.951
Proactive removal rate,quarterly,Apr-Jun 2022,all,all,all,all,all,all,0.959
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,all,all,0.965
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Australia,0.841
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Austria,0.833
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Azerbaijan,0.815
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Bangladesh,0.332
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Belgium,0.357
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Canada,0.167
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Cyprus,0.667
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Fiji,0.970
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Finland,0.500
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,France,0.548
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Germany,0.474
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Greece,0.500
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Indonesia,0.732
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Ireland,0.714
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Israel,0.940
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Italy,0.500
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Jordan,0.714
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Kazakhstan,0.833
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Kosovo,0.667
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Macedonia the Former Yugoslav Republic of,0.429
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Malaysia,0.769
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Moldova Republic of,0.385
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Nepal,0.622
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Netherlands,0.111
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,New Zealand,0.793
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Norway,0.786
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Pakistan,0.987
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Qatar,0.250
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Russian Federation,0.797
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Singapore,0.887
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Spain,0.227
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Sweden,0.931
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Thailand,0.916
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Turkey,0.910
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Ukraine,0.186
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,United Arab Emirates,0.786
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,United Kingdom,0.726
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,United States,0.227
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Uzbekistan,0.885
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Vietnam,0.675
Removal rate of published,quarterly,Oct-Dec 2022,all,all,all,all,all,all,0.006
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,United States,0.806
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Pakistan,0.897
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Indonesia,0.882
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Bangladesh,0.950
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Brazil,0.875
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Philippines,0.889
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Turkey,0.842
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Iraq,0.917
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,United Kingdom,0.748
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Mexico,0.773
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Vietnam,0.833
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Saudi Arabia,0.822
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Thailand,0.787
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Colombia,0.904
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Kazakhstan,0.878
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Nepal,0.824
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Egypt,0.744
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Argentina,0.905
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Ukraine,0.814
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Germany,0.702
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Nigeria,0.878
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Canada,0.767
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Algeria,0.898
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,United Arab Emirates,0.885
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Cambodia,0.874
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Italy,0.765
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Poland,0.768
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,France,0.632
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Myanmar,0.774
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Spain,0.668
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Israel,0.853
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Ecuador,0.904
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Peru,0.872
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Malaysia,0.577
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Dominican Republic,0.896
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,South Africa,0.885
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Australia,0.739
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Chile,0.837
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Lao Peoples Democratic Republic,0.895
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Morocco,0.884
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Romania,0.801
