IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",12,"Algeria","DZ","DZA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",44177969
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",12,"Algeria","DZ","DZA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",44903225
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",16,"American Samoa","AS","ASM",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",47321
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",16,"American Samoa","AS","ASM",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",46189
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",16,"American Samoa","AS","ASM",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",45035
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",16,"American Samoa","AS","ASM",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",44273
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",20,"Andorra","AD","AND",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",76343
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",20,"Andorra","AD","AND",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",77700
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",20,"Andorra","AD","AND",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",79034
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",20,"Andorra","AD","AND",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",79824
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",24,"Angola","AO","AGO",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32353588
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",24,"Angola","AO","AGO",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",33428486
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",24,"Angola","AO","AGO",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34503774
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",24,"Angola","AO","AGO",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35588987
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",92117
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",92664
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",93220
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",93763
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",31,"Azerbaijan","AZ","AZE",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10232753
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",31,"Azerbaijan","AZ","AZE",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10284951
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",31,"Azerbaijan","AZ","AZE",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10312992
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",31,"Azerbaijan","AZ","AZE",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10358074
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",44745520
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",45036032
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",45276780
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",32,"Argentina","AR","ARG",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",45510318
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",25357170
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",25670051
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",25921089
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",36,"Australia","AU","AUS",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",26177414
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",40,"Austria","AT","AUT",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",8879940
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",40,"Austria","AT","AUT",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",8907777
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",40,"Austria","AT","AUT",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",8922082
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",40,"Austria","AT","AUT",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",8939617
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",44,"Bahamas","BS","BHS",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",404557
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",44,"Bahamas","BS","BHS",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",406472
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",44,"Bahamas","BS","BHS",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",407906
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",44,"Bahamas","BS","BHS",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",409984
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",48,"Bahrain","BH","BHR",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1494189
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",48,"Bahrain","BH","BHR",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1477469
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",48,"Bahrain","BH","BHR",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1463266
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",48,"Bahrain","BH","BHR",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1472233
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",50,"Bangladesh","BD","BGD",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",165516222
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",50,"Bangladesh","BD","BGD",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",167420951
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",50,"Bangladesh","BD","BGD",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",169356251
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",50,"Bangladesh","BD","BGD",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",171186373
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",51,"Armenia","AM","ARM",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2820602
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",51,"Armenia","AM","ARM",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2805609
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",51,"Armenia","AM","ARM",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2790974
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",51,"Armenia","AM","ARM",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2780469
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",52,"Barbados","BB","BRB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",280180
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",52,"Barbados","BB","BRB",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",280693
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",52,"Barbados","BB","BRB",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",281200
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",52,"Barbados","BB","BRB",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",281635
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",56,"Belgium","BE","BEL",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11510568
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",56,"Belgium","BE","BEL",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11561717
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",56,"Belgium","BE","BEL",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11611420
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",56,"Belgium","BE","BEL",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11655930
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",63812
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64031
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64185
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",60,"Bermuda","BM","BMU",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64184
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",64,"Bhutan","BT","BTN",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",767459
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",64,"Bhutan","BT","BTN",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",772506
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",64,"Bhutan","BT","BTN",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",777487
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",64,"Bhutan","BT","BTN",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",782455
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",68,"Bolivia (Plurinational State of)","BO","BOL",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11777315
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",68,"Bolivia (Plurinational State of)","BO","BOL",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11936162
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",68,"Bolivia (Plurinational State of)","BO","BOL",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12079472
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",68,"Bolivia (Plurinational State of)","BO","BOL",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12224110
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",70,"Bosnia and Herzegovina","BA","BIH",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3360712
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",70,"Bosnia and Herzegovina","BA","BIH",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3318408
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",70,"Bosnia and Herzegovina","BA","BIH",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3270943
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",70,"Bosnia and Herzegovina","BA","BIH",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3233527
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",72,"Botswana","BW","BWA",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2499702
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",72,"Botswana","BW","BWA",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2546402
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",72,"Botswana","BW","BWA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2588423
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",72,"Botswana","BW","BWA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2630296
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",76,"Brazil","BR","BRA",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",211782878
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",76,"Brazil","BR","BRA",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",213196304
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",76,"Brazil","BR","BRA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",214326223
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",76,"Brazil","BR","BRA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",215313498
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",84,"Belize","BZ","BLZ",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",389095
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",84,"Belize","BZ","BLZ",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",394921
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",84,"Belize","BZ","BLZ",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",400031
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",84,"Belize","BZ","BLZ",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",405273
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",674993
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",691191
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",707851
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",90,"Solomon Islands","SB","SLB",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",724273
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",92,"British Virgin Islands","VG","VGB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",30610
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",92,"British Virgin Islands","VG","VGB",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",30910
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",92,"British Virgin Islands","VG","VGB",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",31122
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",92,"British Virgin Islands","VG","VGB",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",31305
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",438049
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",441725
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",445373
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",96,"Brunei Darussalam","BN","BRN",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",449002
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",100,"Bulgaria","BG","BGR",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",7052532
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",100,"Bulgaria","BG","BGR",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6979175
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",100,"Bulgaria","BG","BGR",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6885868
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",100,"Bulgaria","BG","BGR",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6781953
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",104,"Myanmar","MM","MMR",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",53040212
